id,observed_on_string,observed_on,time_observed_at,time_zone,out_of_range,user_id,user_login,created_at,updated_at,quality_grade,license,url,image_url,sound_url,tag_list,description,id_please,num_identification_agreements,num_identification_disagreements,captive_cultivated,oauth_application_id,place_guess,latitude,longitude,positional_accuracy,geoprivacy,taxon_geoprivacy,coordinates_obscured,positioning_method,positioning_device,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id
26459,"January 19, 2006 13:48",2006-01-19,2006-01-19 18:48:00 UTC,Eastern Time (US & Canada),,1000,muir,2011-07-30 06:14:57 UTC,2016-06-22 19:01:31 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/26459,https://static.inaturalist.org/photos/47515/medium.jpg?1444770778,,"",In eucalyptus grove.,false,1,0,false,,"Santa Cruz Island, Channel Islands, California",33.9967819792,-119.7246265411,,,open,false,,,Allen's Hummingbird,Selasphorus sasin,Allen's Hummingbird,Aves,6359
26460,"January 18, 2006 15:29",2006-01-18,2006-01-18 20:29:00 UTC,Eastern Time (US & Canada),false,1000,muir,2011-07-30 06:14:58 UTC,2016-06-22 19:01:31 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/26460,https://static.inaturalist.org/photos/47517/medium.jpg?1444770782,,"","",false,1,0,false,,"Santa Cruz Island, Channel Islands, California",34.0087003695,-119.7714042664,,,open,false,,,Anna's Hummingbird,Calypte anna,Anna's Hummingbird,Aves,6317
26461,"January 18, 2006 13:22",2006-01-18,2006-01-18 18:22:00 UTC,Eastern Time (US & Canada),true,1000,muir,2011-07-30 06:14:58 UTC,2016-06-22 19:01:32 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/26461,https://static.inaturalist.org/photos/47518/medium.jpg?1444770783,,"",Not confident of ID.,false,1,0,false,,"Santa Cruz Island, Channel Islands, California",34.0087003695,-119.7714042664,,,open,false,,,Bushtit,Psaltriparus minimus,Bushtit,Aves,7266
26462,"January 18, 2006 12:30",2006-01-18,2006-01-18 17:30:00 UTC,Eastern Time (US & Canada),true,1000,muir,2011-07-30 06:14:59 UTC,2019-09-09 05:12:45 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/26462,https://static.inaturalist.org/photos/47520/medium.jpg?1444770787,,"","Introduced invasive pigs, although (success!) these animals no longer occur on the island.  Kiwis were there while I was there, trying to eradicate them.  They were <a href=""http://travel.latimes.com/articles/la-trw-feral-pigs-eradicated-from-santa-cruz-island-30aug07"">successful</a> just six months later.  The last feral pig was destroyed on July 5, 2006, and the native flora is reportedly on the rebound.  Here's a fun sounding article: <a href=""http://www.sciencedirect.com/science/article/pii/S0006320709004935"">Rapid eradication of feral pigs (Sus scrofa) from Santa Cruz Island, California</a>

""In 411 days, a total of 5036 pigs were removed....Sterilized adult pigs fitted with radio collars were subsequently used to aid in the location of surviving wild pigs and to monitor the success of the project. Female telemetered pigs were more effective than males at locating remaining wild pigs. Only 10% of the last 102 pigs (the last 20 or so present in each fenced zone) were dispatched as a result of being found with a telemetered pig, but telemetered animals were responsible for finding 43% of the very last pigs once normal hunting had ceased.""

Fishing with female pig.",false,3,0,false,,"Santa Cruz Island, Channel Islands, California",34.0048582054,-119.7705459595,,,open,false,,,Wild Boar,Sus scrofa,Wild Boar,Mammalia,42134
26463,"January 17, 2006 13:38",2006-01-17,2006-01-17 18:38:00 UTC,Eastern Time (US & Canada),false,1000,muir,2011-07-30 06:14:59 UTC,2017-01-28 05:19:55 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/26463,https://static.inaturalist.org/photos/47522/medium.jpg?1444770791,,"",Location approximate.,false,3,0,false,,"Santa Cruz Island, Channel Islands, California",34.005427,-119.749432,1955,,,false,,,Spotted Towhee,Pipilo maculatus,Spotted Towhee,Aves,9420
26464,"January 19, 2006 13:47",2006-01-19,2006-01-19 18:47:00 UTC,Eastern Time (US & Canada),false,1000,muir,2011-07-30 06:15:00 UTC,2016-06-22 19:01:33 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/26464,https://static.inaturalist.org/photos/47524/medium.jpg?1444770795,,"","In eucalyptus grove.

Not confident of ID.",false,1,0,false,,"Santa Cruz Island, Channel Islands, California",33.9967819792,-119.7246265411,,,open,false,,,Hermit Thrush (Catharus guttatus),Catharus guttatus,Hermit Thrush,Aves,12890
26465,"January 20, 2006 09:37",2006-01-20,2006-01-20 14:37:00 UTC,Eastern Time (US & Canada),,1000,muir,2011-07-30 06:15:00 UTC,2016-06-22 19:01:34 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/26465,https://static.inaturalist.org/photos/47526/medium.jpg?1444770798,,"",Location approximate.,false,1,0,false,,"Santa Cruz Island, Channel Islands, California",33.9909111125,-119.6850585938,1021,,open,false,,,Anna's Hummingbird,Calypte anna,Anna's Hummingbird,Aves,6317
26466,"January 20, 2006 09:32",2006-01-20,2006-01-20 14:32:00 UTC,Eastern Time (US & Canada),,1000,muir,2011-07-30 06:15:00 UTC,2016-06-22 19:01:34 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/26466,https://static.inaturalist.org/photos/47529/medium.jpg?1444770803,,"","Not 100% confident of ID.

Location approximate.",false,2,0,false,,"Santa Cruz Island, Channel Islands, California",33.9914804264,-119.6914100647,,,open,false,,,White-crowned Sparrow,Zonotrichia leucophrys,White-crowned Sparrow,Aves,9176
26468,"January 18, 2006 11:22",2006-01-18,2006-01-18 16:22:00 UTC,Eastern Time (US & Canada),,1000,muir,2011-07-30 06:15:01 UTC,2017-07-14 04:04:48 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/26468,https://static.inaturalist.org/photos/47532/medium.jpg?1444770809,,"",Endemic.,false,1,0,false,,"Channel Islands National Park, Channel Islands, Santa Barbara County, UCNRS, US-CA, US",34.129628683,-119.732119794,,,obscured,true,,,Island Scrub Jay,Aphelocoma insularis,Island Scrub-Jay,Aves,7845
26469,"January 19, 2006 15:55",2006-01-19,2006-01-19 20:55:00 UTC,Eastern Time (US & Canada),,1000,muir,2011-07-30 06:15:01 UTC,2016-06-22 19:01:36 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/26469,https://static.inaturalist.org/photos/47533/medium.jpg?1444770810,,exotic,Introduced.  Also planned to be eradicated from the island.,false,2,0,false,,"Santa Cruz Island, Channel Islands, California",33.9955010974,-119.7110438347,,,open,false,,,Wild Turkey,Meleagris gallopavo,Wild Turkey,Aves,906
26470,"January 17, 2006 12:13",2006-01-17,2006-01-17 17:13:00 UTC,Eastern Time (US & Canada),,1000,muir,2011-07-30 06:48:47 UTC,2016-06-22 19:01:37 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/26470,https://static.inaturalist.org/photos/47534/medium.jpg?1444770812,,"","",false,2,0,false,,"Santa Cruz Island, Channel Islands, California",34.0125423597,-119.7846221924,,,open,false,,,Golden-crowned Sparrow (Zonotrichia atricapilla),Zonotrichia atricapilla,Golden-crowned Sparrow,Aves,9185
37236,2011-10-21,2011-10-21,,Pacific Time (US & Canada),false,549,bob-dodge,2011-10-25 22:00:19 UTC,2017-07-14 04:05:13 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/37236,https://static.inaturalist.org/photos/62494/medium.JPG?1401754589,,"","Endemic to the Channel Islands. Larger than normal; also with heavier beak, darker blues. Saw many",false,1,0,false,,"Channel Islands National Park, Channel Islands, Santa Barbara County, UCNRS, US-CA, US",34.1615772724,-119.6643677692,,,obscured,true,,,Island Scrub Jay,Aphelocoma insularis,Island Scrub-Jay,Aves,7845
37237,2011-10-21,2011-10-21,,Pacific Time (US & Canada),false,549,bob-dodge,2011-10-25 22:08:03 UTC,2018-11-25 04:39:56 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/37237,https://static.inaturalist.org/photos/62495/medium.JPG?1401754599,,"","At the UCSB Research Station and numerous other sites in the valley or wherever we went. Scat found everywhere. Smaller than mainland fox. About size of medium sized house-cat. Scat contained mostly berries, other seeds; a few had hair and some insect exoskeleton. ",false,6,0,false,,"Channel Islands National Park, Channel Islands, Santa Barbara County, UCNRS, US-CA, US",33.816213494,-119.6979402272,,,obscured,true,,,Island Fox,Urocyon littoralis,Island Fox,Mammalia,42077
37336,2011-10-23,2011-10-23,,Pacific Time (US & Canada),false,549,bob-dodge,2011-10-26 23:58:14 UTC,2016-06-09 16:54:16 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/37336,https://static.inaturalist.org/photos/62628/medium.JPG,,"",Numerous between Santa Cruz Island and mainland,false,1,0,false,,Ventura CA,34.1645453524,-119.3972168304,,,,false,,,common dolphin,Delphinus delphis,Short-beaked Common Dolphin,Mammalia,41526
37337,2011-10-23,2011-10-23,,Pacific Time (US & Canada),false,549,bob-dodge,2011-10-27 00:00:14 UTC,2016-06-09 16:51:08 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/37337,https://static.inaturalist.org/photos/62627/medium.JPG,,"",We saw five or six feeding on baitballs,false,1,0,false,,Ventura CA,34.1045274255,-119.4411621429,,,open,false,,,humpback whale,Megaptera novaeangliae,Humpback Whale,Mammalia,41566
38594,2011-10-22,2011-10-22,,Pacific Time (US & Canada),false,549,bob-dodge,2011-11-08 21:08:42 UTC,2016-06-22 19:14:27 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/38594,https://static.inaturalist.org/photos/64261/medium.JPG,,"","Out near Crissy Ranch. Observed for less than a minute. It flew away , not to return to its perch.",false,3,0,false,,"Santa Cruz Island, Ca",34.0223706601,-119.8698005678,,,open,false,,,Say's Phoebe (Sayornis saya),Sayornis saya,Say's Phoebe,Aves,17009
63402,2012-04-07,2012-04-07,,Pacific Time (US & Canada),false,3090,zabbey,2012-04-08 16:31:57 UTC,2019-10-04 16:09:43 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/63402,https://static.inaturalist.org/photos/97389/medium.JPG,,"","",false,3,1,false,,Santa Cruz Island,34.0512171542,-119.568977952,,,open,false,,,Common Side-blotched Lizard,Uta stansburiana,Common Side-blotched Lizard,Reptilia,36094
65202,2012-04-07,2012-04-07,,Pacific Time (US & Canada),false,3090,zabbey,2012-04-13 19:36:36 UTC,2017-02-11 03:54:08 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/65202,https://static.inaturalist.org/photos/99558/medium.JPG,,"","",false,2,0,false,,Santa Cruz Island,34.0481836462,-119.5534265041,,,open,false,,,Western Gull,Larus occidentalis,Western Gull,Aves,4345
135817,2010-06-12,2010-06-12,,Pacific Time (US & Canada),false,10285,finatic,2012-10-15 21:32:56 UTC,2018-10-31 17:27:15 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/135817,https://static.inaturalist.org/photos/188964/medium.jpg?1444595357,,animal,"",false,1,0,false,,"Santa Barbara County, US-CA, US",34.0613214206,-119.9968711986,,,obscured,true,,"",Blue Whale,Balaenoptera musculus,Blue Whale,Mammalia,41553
135824,2011-06-12,2011-06-12,,Pacific Time (US & Canada),,10299,summermule,2012-10-15 22:09:25 UTC,2019-01-15 01:28:27 UTC,research,CC-BY,http://www.inaturalist.org/observations/135824,https://static.inaturalist.org/photos/188980/medium.jpg?1350339047,,"",A small cat-like fox seen near the overlook and in the creek bed at Prisoners Harbor.,false,4,0,false,,"Channel Islands National Park, Channel Islands, Santa Barbara County, UCNRS, US-CA, US",34.0276373408,-119.6684917326,,,obscured,true,,,Santa Cruz Island Fox,Urocyon littoralis santacruzae,Santa Cruz Island Fox,Mammalia,145536
138033,2011-09-17,2011-09-17,,Pacific Time (US & Canada),false,10299,summermule,2012-10-22 15:48:16 UTC,2016-03-19 13:20:05 UTC,research,CC-BY,http://www.inaturalist.org/observations/138033,https://static.inaturalist.org/photos/191770/medium.jpg?1350920902,,"",On pelagic trip out of Santa Barbara.  Location approximate.,false,1,0,false,,"Santa Barbara, CA",34.1757796688,-119.7016233275,,,,false,,,Common Dolphin,Delphinus delphis,Short-beaked Common Dolphin,Mammalia,41526
283546,2013-05-29,2013-05-29,,Pacific Time (US & Canada),,3090,zabbey,2013-05-31 13:29:17 UTC,2019-08-06 20:31:47 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/283546,https://static.inaturalist.org/photos/350879/medium.jpg?1370007004,,"","Documented nesting in this area this season, I heard multiple Bell's vireo calls as well.  Not the best pics though.",false,2,0,false,,"Ventura County, US-CA, US",34.2228933846,-119.3905045938,27,obscured,obscured,true,,,Least Bell's Vireo,Vireo bellii pusillus,Least Bell's Vireo,Aves,206639
324212,2006-08-20 11:41:28,2006-08-20,2006-08-20 18:41:28 UTC,Pacific Time (US & Canada),,1850,bbunny,2013-07-07 21:57:22 UTC,2016-03-19 13:23:19 UTC,needs_id,CC-BY-NC,http://www.inaturalist.org/observations/324212,https://static.inaturalist.org/photos/403535/medium.jpg?1444588726,,"","",false,1,0,false,,"Santa Cruz Island, Channel Islands National Park",34.066446,-119.669636,23316,,,false,,,Ocean Dolphins,Delphinidae,Oceanic Dolphins,Mammalia,41479
337440,2009-12-31,2009-12-31,,Pacific Time (US & Canada),false,19229,jessicawest,2013-07-18 21:03:46 UTC,2016-06-23 03:03:13 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/337440,https://static.inaturalist.org/photos/420303/medium.jpg?1374181432,,"american kestrel, kestrel","",false,3,0,false,,"",34.048364,-119.565064,,,open,false,,,American Kestrel,Falco sparverius,American Kestrel,Aves,4665
337444,2010-05-02,2010-05-02,,Pacific Time (US & Canada),false,19229,jessicawest,2013-07-18 21:09:20 UTC,2019-01-20 16:26:17 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/337444,https://static.inaturalist.org/photos/420309/medium.JPG?1374181770,,"harbor seal, seal","",false,3,0,false,,"Channel Islands National Park, Channel Islands, Santa Barbara County, US-CA, US",34.03128,-120.042575,,,open,false,,,Harbor Seal,Phoca vitulina,Harbor Seal,Mammalia,41708
337446,2010-05-05,2010-05-05,,Pacific Time (US & Canada),false,19229,jessicawest,2013-07-18 21:11:49 UTC,2016-06-23 03:03:14 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/337446,https://static.inaturalist.org/photos/420313/medium.JPG?1374181916,,"brown pelican, pelican","",false,2,0,false,,"",34.03569,-120.043948,,,open,false,,,Brown Pelican,Pelecanus occidentalis,Brown Pelican,Aves,4328
337455,2010-05-02,2010-05-02,,Pacific Time (US & Canada),true,19229,jessicawest,2013-07-18 21:13:38 UTC,2018-01-07 04:06:43 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/337455,https://static.inaturalist.org/photos/420322/medium.JPG?1374182026,,"black oystercatcher, oystercatcher","",false,4,0,false,,"Channel Islands National Park, Channel Islands, Santa Barbara County, US-CA, US",34.030782,-120.045579,,,,false,,,Black Oystercatcher,Haematopus bachmani,Black Oystercatcher,Aves,4838
337536,2009-12-31,2009-12-31,,Pacific Time (US & Canada),false,19229,jessicawest,2013-07-18 22:51:55 UTC,2016-06-23 03:03:29 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/337536,https://static.inaturalist.org/photos/420447/medium.jpg?1374187927,,osprey,"",false,2,0,false,,"Channel Islands National Park, Channel Islands, Santa Barbara County, US-CA, US",34.0085797079,-119.7587124229,,,obscured,true,,,Osprey,Pandion haliaetus,Osprey,Aves,116999
337541,2013-07-17,2013-07-17,,Pacific Time (US & Canada),,19229,jessicawest,2013-07-18 22:59:02 UTC,2019-01-15 01:28:29 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/337541,https://static.inaturalist.org/photos/420456/medium.JPG?1374188357,,"channel islands fox, fox, gray fox, santa cruz island fox","",false,3,0,false,,"Channel Islands National Park, Channel Islands, Santa Barbara County, UCNRS, US-CA, US",34.0071048531,-119.609809176,,,obscured,true,,,Santa Cruz Island Fox,Urocyon littoralis santacruzae,Santa Cruz Island Fox,Mammalia,145536
337554,2011-07-18,2011-07-18,,Pacific Time (US & Canada),false,19229,jessicawest,2013-07-18 23:02:16 UTC,2016-06-23 03:03:33 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/337554,https://static.inaturalist.org/photos/420474/medium.jpg?1374188545,,"american kestrel, kestrel","",false,2,0,false,,"",34.015051,-119.685214,,,open,false,,,American Kestrel,Falco sparverius,American Kestrel,Aves,4665
337580,2012-02-18,2012-02-18,,Pacific Time (US & Canada),,19229,jessicawest,2013-07-18 23:09:22 UTC,2019-01-11 03:47:51 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/337580,https://static.inaturalist.org/photos/420504/medium.JPG?1374188971,,"northern harrier, harrier","",false,2,0,false,,"Anacapa Island, Channel Islands National Park, Channel Islands, Ventura County, US-CA, US",34.005375,-119.392621,,,open,false,,,Northern Harrier,Circus hudsonius,Northern Harrier,Aves,558446
359291,2012-09-02,2012-09-02,,Pacific Time (US & Canada),,20093,mjwise,2013-08-07 18:13:48 UTC,2019-01-15 01:28:26 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/359291,https://static.inaturalist.org/photos/448409/medium.JPG?1375899276,,"",A Channel Islands Fox found near Scorpion Anchorage in Santa Cruz Island at 11:15.,false,4,0,false,,"Santa Barbara County, US-CA, US",34.0966274884,-119.495574654,745,,obscured,true,,,Santa Cruz Island Fox,Urocyon littoralis santacruzae,Santa Cruz Island Fox,Mammalia,145536
366872,1/11/2012,2012-01-11,,Mountain Time (US & Canada),true,19846,forester93,2013-08-16 14:19:40 UTC,2019-06-28 05:13:47 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/366872,https://static.inaturalist.org/photos/458387/medium.JPG?1376662786,,"","Long, narrow salamander with brown skin retrieved from pit trap.  Channel Islands National Park lists the black-bellied slender salamander (Batrachoseps nigriventris) and the Pacific slender salamander (Batrachoseps pacificus) as present in the park.",false,2,0,false,,"Channel Islands National Park, Channel Islands, Ventura County, US-CA, US",34.0612444957,-119.3982358768,110,,obscured,true,,"",Channel Islands Slender Salamander,Batrachoseps pacificus,Channel Islands Slender Salamander,Amphibia,27452
366884,1/11/2011,2011-01-11,,Mountain Time (US & Canada),,19846,forester93,2013-08-16 14:29:04 UTC,2017-06-19 19:38:21 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/366884,https://static.inaturalist.org/photos/458399/medium.JPG?1376663350,,"","Large bird observed floating on the ocean near Channel Islands National Park in California.  Long yellow bill, white head, with darker neck and grayish body.",false,3,0,false,,"California, US",34.0357131624,-119.5711445586,9933,,obscured,true,,"",California Brown Pelican,Pelecanus occidentalis californicus,Brown Pelican (California),Aves,123829
393125,2002-09-13,2002-09-13,,Monterrey,,16838,lobo_de_la_sierra,2013-09-10 01:39:24 UTC,2019-01-10 23:24:55 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/393125,https://static.inaturalist.org/photos/492011/medium.jpg?1378777198,,"Peromyscus maniculatus anacapae, deer mouse, ratón norteamericano, Anacapa","",false,1,0,false,,"Anacapa Island, California, USA",34.00464,-119.39221,200,,,false,,,Peromyscus maniculatus anacapae,Peromyscus maniculatus anacapae,Anacapa Deer Mouse,Mammalia,210915
448135,2013-10-29,2013-10-29,,Central Time (US & Canada),,9531,kucycads,2013-11-04 22:09:57 UTC,2019-01-15 01:28:25 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/448135,https://static.inaturalist.org/photos/565007/medium.JPG?1383603005,,"","",false,4,0,false,,"Channel Islands National Park, Channel Islands, Santa Barbara County, UCNRS, US-CA, US",34.0219605322,-119.6127149979,1025,,obscured,true,,,Santa Cruz Island Fox,Urocyon littoralis santacruzae,Santa Cruz Island Fox,Mammalia,145536
487154,2013-12-20,2013-12-20,,Pacific Time (US & Canada),,27868,sarahchinn,2013-12-25 02:32:18 UTC,2017-10-28 13:44:23 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/487154,https://static.inaturalist.org/photos/615737/medium.JPG?1387938752,,"","",false,3,0,false,,"Channel Islands National Park, Channel Islands, Santa Barbara County, UCNRS, US-CA, US",34.1274247102,-119.6393941242,23316,,obscured,true,,,Santa Cruz Island Fox,Urocyon littoralis santacruzae,Santa Cruz Island Fox,Mammalia,145536
487162,2013-12-20,2013-12-20,,Pacific Time (US & Canada),false,27868,sarahchinn,2013-12-25 02:39:27 UTC,2017-06-19 19:38:55 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/487162,https://static.inaturalist.org/photos/615747/medium.JPG?1387939173,,"","",false,1,0,false,,"Santa Cruz Island, CA",34.023206,-119.765766,23316,,,false,,,Gray Whale,Eschrichtius robustus,Gray Whale,Mammalia,41478
487163,2013-12-20,2013-12-20,,Pacific Time (US & Canada),false,27868,sarahchinn,2013-12-25 02:40:10 UTC,2017-07-14 04:13:13 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/487163,https://static.inaturalist.org/photos/615748/medium.JPG?1387939219,,"","",false,2,0,false,,"Channel Islands National Park, Channel Islands, Santa Barbara County, UCNRS, US-CA, US",34.174953518,-119.7609811017,23316,,obscured,true,,,Island Scrub Jay,Aphelocoma insularis,Island Scrub-Jay,Aves,7845
602215,2005-07-19,2005-07-19,,Eastern Time (US & Canada),false,30601,calopteryx,2014-03-31 05:21:24 UTC,2017-07-14 04:15:48 UTC,research,CC0,http://www.inaturalist.org/observations/602215,https://static.inaturalist.org/photos/758256/medium.jpg?1396243290,,"","",false,2,0,false,,"Channel Islands National Park, Channel Islands, Santa Barbara County, UCNRS, US-CA, US",34.0185345918,-119.7235004339,1735,,obscured,true,,,Island Scrub-Jay,Aphelocoma insularis,Island Scrub-Jay,Aves,7845
602218,2005-07-19,2005-07-19,,Eastern Time (US & Canada),,30601,calopteryx,2014-03-31 05:25:01 UTC,2019-10-02 17:42:15 UTC,research,CC0,http://www.inaturalist.org/observations/602218,https://static.inaturalist.org/photos/758261/medium.jpg?1396243511,,"","",false,3,0,false,,Santa Cruz Island,34.012962,-119.6959,1735,,open,false,,,Western Side-blotched Lizard,Uta stansburiana elegans,Western Side-blotched Lizard,Reptilia,36100
602400,Thu Mar 13 2014 20:16:11 GMT-0700 (PDT),2014-03-13,2014-03-14 03:16:11 UTC,Pacific Time (US & Canada),false,4436,eliaselias,2014-03-31 14:01:07 UTC,2019-09-18 05:01:26 UTC,research,CC-BY,http://www.inaturalist.org/observations/602400,https://static.inaturalist.org/photos/758506/medium.jpg?1396274478,,"","",false,4,0,false,3,"Channel Islands National Park, Channel Islands, Santa Barbara County, US-CA, US",34.1223959946,-119.7123447329,,,obscured,true,,,Island Fox,Urocyon littoralis,Island Fox,Mammalia,42077
616093,2014-01-03,2014-01-03,,Pacific Time (US & Canada),false,31602,nlaroche,2014-04-10 02:57:43 UTC,2019-10-18 15:20:46 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/616093,https://static.inaturalist.org/photos/776425/medium.jpg?1397098688,,"",adult and calf. They were a part of a group of 100+ dolphins,false,2,0,false,,santa cruz island,34.157406,-119.815205,,,open,false,,,Short-beaked Common Dolphin,Delphinus delphis,Short-beaked Common Dolphin,Mammalia,41526
616094,2014-01-03 12:43:37,2014-01-03,2014-01-03 20:43:37 UTC,Pacific Time (US & Canada),false,31602,nlaroche,2014-04-10 02:57:45 UTC,2017-06-19 19:39:33 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/616094,https://static.inaturalist.org/photos/776426/medium.jpg?1397098694,,"",Single whale during its migration south,false,2,0,false,,Santa Cruz Island,34.102842,-119.837177,,,,false,,,Gray Whale,Eschrichtius robustus,Gray Whale,Mammalia,41478
616095,2014-01-03 14:19:39,2014-01-03,2014-01-03 22:19:39 UTC,Pacific Time (US & Canada),false,31602,nlaroche,2014-04-10 02:58:05 UTC,2016-03-19 13:28:40 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/616095,https://static.inaturalist.org/photos/776427/medium.jpg?1397098701,,"","",false,2,0,false,,Santa Cruz Island,34.146042,-119.787739,,,,false,,,california sea lion,Zalophus californianus,California Sea Lion,Mammalia,41740
681719,Fri May 16 2014 14:02:05 GMT-0700 (PDT),2014-05-16,2014-05-16 21:02:05 UTC,Pacific Time (US & Canada),,38932,melvill97,2014-05-17 18:21:08 UTC,2019-01-15 01:28:23 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/681719,https://static.inaturalist.org/photos/858421/medium.jpg?1400350872,,"",Santa Cruz Island.  Found going through camp site that was unattended.,false,3,0,false,3,"Santa Barbara County, US-CA, US",34.1863866623,-119.5142736515,,,obscured,true,,,Santa Cruz Island Fox,Urocyon littoralis santacruzae,Santa Cruz Island Fox,Mammalia,145536
724881,Sat Jun 07 2014 17:31:09 GMT-0700 (PDT),2014-06-07,2014-06-08 00:31:09 UTC,Pacific Time (US & Canada),false,41621,fuschiamom,2014-06-08 16:42:12 UTC,2016-03-19 13:29:36 UTC,needs_id,CC-BY-NC,http://www.inaturalist.org/observations/724881,https://static.inaturalist.org/photos/910413/medium.jpg?1402245745,,"","",false,0,0,false,3,,34.1001980185,-119.4339888838,14517,obscured,,true,,,Common Dolphin,Delphinus delphis,Short-beaked Common Dolphin,Mammalia,41526
766586,4/27/2010,2010-04-27,,Pacific Time (US & Canada),,43438,captnemo,2014-07-03 16:22:46 UTC,2019-01-15 01:28:23 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/766586,https://static.inaturalist.org/photos/963470/medium.jpg?1404404576,,"island fox, california, animal",Seen while hiking Santa Cruz Island. Good to see them making a comeback.,false,5,0,false,,"Channel Islands National Park, Channel Islands, Santa Barbara County, UCNRS, US-CA, US",33.9048158671,-119.7675044768,1762,,obscured,true,,,Santa Cruz Island Fox,Urocyon littoralis santacruzae,Santa Cruz Island Fox,Mammalia,145536
767172,7/20/2010,2010-07-20,,Pacific Time (US & Canada),false,43438,captnemo,2014-07-03 22:12:43 UTC,2016-04-05 12:11:41 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/767172,https://static.inaturalist.org/photos/964168/medium.jpg?1404425570,,fish channel island california,seen while diving at Anacapa Channel Islands.,false,2,0,false,,anacapa island,34.004449,-119.39956,28803,,,false,,,garibaldi,Hypsypops rubicundus,Garibaldi,Actinopterygii,53693
786859,2013-07-28 12:59:38,2013-07-28,2013-07-28 19:59:38 UTC,Pacific Time (US & Canada),false,1115,jon_sullivan,2014-07-16 05:21:55 UTC,2017-02-11 04:01:49 UTC,research,CC-BY,http://www.inaturalist.org/observations/786859,https://static.inaturalist.org/photos/988895/medium.jpg?1444652027,,"coastal, beach, flying","",false,1,0,false,,"Santa Barbara County, US-CA, US",34.3039534542,-119.5313960801,,,obscured,true,,,Heermann's Gull,Larus heermanni,Heermann's Gull,Aves,4353
792381,2013-07-03 09:43:23,2013-07-03,2013-07-03 16:43:23 UTC,Pacific Time (US & Canada),false,10326,natureali,2014-07-19 23:04:12 UTC,2019-03-16 01:53:07 UTC,research,CC-BY-NC-ND,http://www.inaturalist.org/observations/792381,https://static.inaturalist.org/photos/996727/medium.jpg?1444754445,,"","Santa Cruz Island
Channel Islands National Park
3 July 2013",false,1,0,false,,"Prisoners Harbor, Santa Cruz Island, California, United States",34.021256,-119.67946,55,,open,false,,,Brandt's Cormorant,Phalacrocorax penicillatus,Brandt's Cormorant,Aves,4277
882455,2009-08-08,2009-08-08,,Pacific Time (US & Canada),false,53555,johnschwarz,2014-09-18 03:45:04 UTC,2019-02-22 03:14:00 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/882455,https://static.inaturalist.org/photos/1120765/medium.jpg?1411011911,,"birdspix.com, island scrub-jay",Island Scrub-Jay with cherry,false,2,0,false,,"Channel Islands National Park, Channel Islands, Santa Barbara County, US-CA, US",34.0176829073,-119.7806724908,220,,obscured,true,,,Island Scrub-Jay,Aphelocoma insularis,Island Scrub-Jay,Aves,7845
